	Length	Potato_1_UY	Potato_2_UY	Potato_3_UY	Control_1_UY	Control_2_UY	Control_3_UY	Location
UW163_13535	1107	11	65	58	6908	5607	7755	Chromosome
UW163_13540	1965	22	134	56	10078	9634	11109	Chromosome
UW163_13545	1008	7	42	10	5556	5191	6250	Chromosome
UW163_13550	963	1	15	4	3634	2589	2155	Chromosome
UW163_13555	1881	31	77	23	8346	7517	5771	Chromosome
UW163_13560	1554	113	359	47	12379	15401	12120	Chromosome
UW163_13565	924	2	60	15	6815	7919	3994	Chromosome
UW163_13570	900	4	46	4	5521	5618	3765	Chromosome
UW163_13575	1026	1	20	12	3024	2323	1886	Chromosome
UW163_13580	816	3	9	11	5145	4158	2668	Chromosome
UW163_13585	360	3	12	19	3040	2628	3023	Chromosome
UW163_13590	3066	46	289	88	20039	25544	22504	Chromosome
UW163_13595	1017	1	57	23	6653	6923	6155	Chromosome
UW163_13600	1389	19	147	46	8094	9840	9145	Chromosome
UW163_13605	903	40	46	28	6228	6510	5811	Chromosome
UW163_13610	519	11	6	3	2323	1455	1176	Chromosome
UW163_13615	1152	15	122	41	8441	8152	7979	Chromosome
UW163_13620	357	7	44	1	2485	2641	2168	Chromosome
UW163_13625	414	4	98	17	2715	2596	4522	Chromosome
UW163_13630	828	50	578	176	14839	18263	30435	Chromosome
UW163_13635	1212	18	279	154	13555	15024	20395	Chromosome
UW163_13640	921	3	29	12	3801	2836	2743	Chromosome
UW163_13645	1029	14	84	25	5070	5365	4658	Chromosome
UW163_13650	3516	50	785	388	31268	36247	48699	Chromosome
UW163_13655	1212	979	160	85	7640	8472	11131	Chromosome
UW163_13660	2442	15	80	79	13616	12343	13425	Chromosome
UW163_13665	534	7	56	37	3562	4384	5435	Chromosome
UW163_13670	1131	4	67	33	3840	3733	2539	Chromosome
UW163_13675	2034	13	219	82	7682	7956	11784	Chromosome
UW163_13680	2586	125	615	200	17247	20794	23361	Chromosome
UW163_13685	828	141	1150	334	13378	16980	33189	Chromosome
UW163_13690	744	2212	11873	1873	76265	94758	246401	Chromosome
UW163_13695	879	395	5743	1016	47628	60305	169097	Chromosome
UW163_13700	711	87	543	130	8704	10501	17240	Chromosome
UW163_13705	561	134	1269	402	19839	25086	51533	Chromosome
UW163_13710	780	75	842	238	13802	17417	34267	Chromosome
UW163_13715	816	26	412	118	9857	12733	24604	Chromosome
UW163_13720	1182	22	232	117	9474	9576	17208	Chromosome
UW163_13725	1389	108	877	300	12669	15894	26980	Chromosome
UW163_13730	2298	507	3623	812	45795	60995	122920	Chromosome
UW163_13735	555	33	421	122	10989	13986	27560	Chromosome
UW163_13740	1071	51	505	161	11576	12701	23335	Chromosome
UW163_13745	495	45	541	119	5366	6985	13658	Chromosome
UW163_13750	816	29	449	109	7881	9562	17829	Chromosome
UW163_13755	1173	145	182	56	6841	6637	10933	Chromosome
UW163_13760	711	13	51	16	3077	2277	3573	Chromosome
UW163_13765	780	4	63	31	5066	5705	5171	Chromosome
UW163_13770	876	18	38	13	4312	4174	1810	Chromosome
UW163_13775	1800	4242	66	11	6329	4723	1291	Chromosome
UW163_13780	897	46	29	10	4592	4591	1371	Chromosome
UW163_13785	840	97	440	84	4049	6731	10599	Chromosome
UW163_13790	2397	265	2616	774	36570	45718	77353	Chromosome
UW163_13795	429	6	40	11	2988	3220	2475	Chromosome
UW163_13800	927	58	351	109	7504	9510	11889	Chromosome
UW163_13805	447	57	349	78	3249	4985	7895	Chromosome
UW163_13810	438	66	302	54	2332	3408	6264	Chromosome
UW163_13815	357	10	8	5	389	312	393	Chromosome
UW163_13820	540	11	132	77	5705	5353	7008	Chromosome
UW163_13825	933	10	82	48	6242	5338	4523	Chromosome
UW163_13830	1464	179	1651	720	20087	25554	43206	Chromosome
UW163_13835	576	35	215	71	3599	3840	5455	Chromosome
UW163_13840	1620	141	1161	297	14691	19695	27136	Chromosome
UW163_13870	210	1	2	0	1	1	3	Chromosome
UW163_13875	267	9	15	1	524	528	178	Chromosome
UW163_13880	948	19	24	12	4700	4039	2073	Chromosome
UW163_13885	741	16	63	11	1913	2204	1160	Chromosome
UW163_13890	699	10	27	22	4018	4164	1941	Chromosome
UW163_13895	564	29	86	60	4097	4276	4447	Chromosome
UW163_13900	729	11	29	12	4293	4128	3503	Chromosome
UW163_13905	915	38	41	9	4435	4729	1627	Chromosome
UW163_13910	903	14	19	10	3376	2525	2066	Chromosome
UW163_13920	1338	142	17	6	6296	4847	1744	Chromosome
UW163_13925	255	13	8	2	585	403	291	Chromosome
UW163_13930	639	11	59	44	4567	4075	4449	Chromosome
UW163_13935	477	18	152	35	2194	2417	3570	Chromosome
UW163_13940	558	4	16	6	2550	1808	2561	Chromosome
UW163_13945	927	15	60	23	5745	5332	3974	Chromosome
UW163_13950	1623	123	754	249	13264	18538	27519	Chromosome
UW163_13955	543	11	85	16	3146	3288	2643	Chromosome
UW163_13960	1437	75	113	54	8257	7996	6034	Chromosome
UW163_13965	276	6	71	39	3038	3413	4380	Chromosome
UW163_13970	1860	107	70	27	8392	6403	4205	Chromosome
UW163_13975	1266	18	62	28	4602	4542	3807	Chromosome
UW163_13980	1542	23	24	23	6747	6508	1870	Chromosome
UW163_13985	723	49	36	15	5015	5256	2828	Chromosome
UW163_13990	1104	24	98	101	6429	7197	3919	Chromosome
UW163_13995	1032	18	56	25	5200	5020	2046	Chromosome
UW163_14000	642	5	18	6	2546	1771	718	Chromosome
UW163_14005	1227	39	11	9	1834	1137	314	Chromosome
UW163_14010	927	20	17	7	2475	1892	526	Chromosome
UW163_14015	807	19	26	5	2503	1728	492	Chromosome
UW163_14020	2385	14	150	55	11907	11993	3012	Chromosome
UW163_14025	528	21	108	13	2071	2422	1266	Chromosome
UW163_14030	474	8	117	19	2518	3016	2123	Chromosome
UW163_14035	957	6	32	29	4837	3511	2446	Chromosome
UW163_14040	1545	33	140	57	6799	7402	2801	Chromosome
UW163_14045	342	7	9	2	141	234	122	Chromosome
UW163_14055	504	2	46	9	1536	929	456	Chromosome
UW163_14065	729	23	113	17	1720	3300	1976	Chromosome
UW163_14070	501	11	25	15	2861	3329	1883	Chromosome
UW163_14075	3033	88	147	78	15154	15527	7018	Chromosome
UW163_14080	912	12	42	24	6298	6337	3337	Chromosome
UW163_14085	1110	11	30	5	3762	3318	625	Chromosome
UW163_14090	291	1	6	2	1150	1001	144	Chromosome
UW163_14095	921	4	99	3	3160	3367	551	Chromosome
UW163_14100	1368	14	121	7	7006	7486	1195	Chromosome
UW163_14105	492	5	36	3	1790	2686	546	Chromosome
UW163_14110	1026	86	32	6	4180	3741	619	Chromosome
UW163_14115	786	0	15	1	2436	1942	333	Chromosome
UW163_14120	198	0	5	3	2	6	7	Chromosome
UW163_14125	303	1	2	0	1	0	0	Chromosome
UW163_14135	1407	3	42	12	4419	3494	2698	Chromosome
UW163_14140	1260	3	15	14	2604	2228	1811	Chromosome
UW163_14145	690	1	4	0	804	315	298	Chromosome
UW163_14150	519	5	42	19	2114	2484	1814	Chromosome
UW163_14155	525	4	34	18	1409	1838	1032	Chromosome
UW163_14160	873	8	122	32	3231	4136	4164	Chromosome
UW163_14165	213	2	24	5	162	182	320	Chromosome
UW163_14170	348	4	104	47	2734	3947	4502	Chromosome
UW163_14175	2322	25	73	21	2103	2847	829	Chromosome
UW163_14180	591	7	93	37	3332	4405	2890	Chromosome
UW163_14185	564	11	66	47	2828	2986	2474	Chromosome
UW163_14190	618	276	937	513	12882	16866	28008	Chromosome
UW163_14195	222	1	4	1	1	2	2	Chromosome
UW163_14200	609	4	10	2	3	6	1	Chromosome
UW163_14205	777	11	126	37	2248	3529	2349	Chromosome
UW163_14210	528	3	10	15	2511	2707	1173	Chromosome
UW163_14215	666	3	152	37	5791	6957	5459	Chromosome
UW163_14220	444	20	203	28	4118	4295	4571	Chromosome
UW163_14225	1608	141	36	21	3425	3507	1601	Chromosome
UW163_14230	1389	6	80	28	2518	3077	553	Chromosome
UW163_14235	1125	4	14	8	2607	1590	483	Chromosome
UW163_14240	981	3	8	2	3752	1999	609	Chromosome
UW163_14245	1107	82	60	25	4529	4258	1887	Chromosome
UW163_14250	660	2	48	18	2705	2298	1075	Chromosome
UW163_14255	1329	4	35	19	5811	6180	2091	Chromosome
UW163_14260	849	4	9	9	2119	1654	617	Chromosome
UW163_14265	1074	0	13	6	3218	1945	721	Chromosome
UW163_14270	798	5	11	3	2572	2309	471	Chromosome
UW163_14275	849	0	10	2	2638	2229	398	Chromosome
UW163_14280	1044	90	35	25	4689	5682	1359	Chromosome
UW163_14285	1116	3	9	8	1886	1076	358	Chromosome
UW163_14290	1314	5	60	61	5536	5245	3615	Chromosome
UW163_14295	3642	51	355	100	20577	23285	14045	Chromosome
UW163_14300	867	10	167	72	4499	5065	6284	Chromosome
UW163_14305	804	542	380	98	6930	9340	12773	Chromosome
UW163_14310	387	6	129	52	5387	5212	8812	Chromosome
UW163_14315	1011	23	142	75	6679	7454	9531	Chromosome
UW163_14320	618	6	74	62	5253	5667	7434	Chromosome
UW163_14325	999	10	88	76	8294	8425	10007	Chromosome
UW163_14330	1041	9	115	75	7844	8372	10682	Chromosome
UW163_14335	291	1	5	6	2652	2018	2056	Chromosome
UW163_14340	819	7	45	9	4367	3046	3911	Chromosome
UW163_14345	744	3	14	15	3293	2567	2787	Chromosome
UW163_14350	456	0	13	12	1606	1299	1308	Chromosome
UW163_14355	438	2	15	13	1742	1794	955	Chromosome
UW163_14360	969	4	26	4	2435	2245	1700	Chromosome
UW163_14365	1182	41	40	18	4025	2906	1715	Chromosome
UW163_14370	936	2	61	36	6426	6694	5238	Chromosome
UW163_14375	903	8	37	25	4407	4952	2310	Chromosome
UW163_14380	963	9	53	15	3416	3701	1915	Chromosome
UW163_14385	849	3	61	29	5584	6036	4248	Chromosome
UW163_14390	1011	20	321	61	8579	10379	11179	Chromosome
UW163_14395	1416	6	39	25	5006	5029	2212	Chromosome
UW163_14400	435	1	31	5	2564	2424	1929	Chromosome
UW163_14405	783	2	76	14	4799	5560	1330	Chromosome
UW163_14410	1869	5	140	26	4553	5371	1982	Chromosome
UW163_14415	1179	6	148	26	7351	7934	3278	Chromosome
UW163_14420	633	1	8	4	1699	1985	523	Chromosome
UW163_14425	2082	17	587	83	8829	11146	6011	Chromosome
UW163_14430	1539	606	99	44	9671	10055	7872	Chromosome
UW163_14435	1530	15	132	38	9065	9787	7994	Chromosome
UW163_14440	2106	18	142	73	6303	9327	6163	Chromosome
UW163_14445	720	7	26	7	2523	2629	778	Chromosome
UW163_14450	789	3	21	8	3226	2623	881	Chromosome
UW163_14455	1323	2	47	10	4535	4096	1686	Chromosome
UW163_14460	948	2	56	7	4420	4122	1145	Chromosome
UW163_14465	1254	7	235	21	5148	8000	2442	Chromosome
UW163_14470	1638	7	316	15	8441	9633	3264	Chromosome
UW163_14475	1590	15	37	22	7753	6363	3916	Chromosome
UW163_14480	387	4	131	15	2962	3760	3190	Chromosome
UW163_14485	561	58	416	66	4888	6778	13229	Chromosome
UW163_14490	273	6	77	16	1638	1650	1116	Chromosome
UW163_14495	798	142	971	276	9406	11654	20774	Chromosome
UW163_14500	990	15	280	121	12514	14438	19700	Chromosome
UW163_14505	918	11	68	17	4057	4256	4185	Chromosome
UW163_14510	795	3	40	24	5620	6425	6458	Chromosome
UW163_14515	1062	1	44	6	7730	7555	3450	Chromosome
UW163_14520	699	0	10	3	2669	1904	972	Chromosome
UW163_14525	1419	11	29	4	2749	1725	484	Chromosome
UW163_14530	1092	40	1496	99	9095	10606	10538	Chromosome
UW163_14535	1053	41	3250	217	17375	19513	17276	Chromosome
UW163_14540	1269	3	435	40	8141	8507	5708	Chromosome
UW163_14545	837	6	336	16	6103	6550	4000	Chromosome
UW163_14550	783	0	49	11	2628	1965	1273	Chromosome
UW163_14555	921	4	52	29	3969	4129	3427	Chromosome
UW163_14560	1476	67	1408	231	26137	30933	54434	Chromosome
UW163_14565	591	361	6029	639	88555	93200	168909	Chromosome
UW163_14570	630	177	3347	377	55939	60164	96403	Chromosome
UW163_14575	192	78	1452	130	13187	14881	27966	Chromosome
UW163_14580	4119	77	1282	540	51159	51880	91988	Chromosome
UW163_14585	567	29	222	39	5112	6196	8197	Chromosome
UW163_14590	1596	3	30	13	3738	2003	1698	Chromosome
UW163_14595	1620	12	117	61	12160	13093	15350	Chromosome
UW163_14600	711	12	100	58	4539	5268	6060	Chromosome
UW163_14605	618	1	25	17	3129	2710	2157	Chromosome
UW163_14610	693	17	163	69	9370	11248	16303	Chromosome
UW163_14615	1947	177	1368	411	20743	28044	51580	Chromosome
UW163_14630	273	1	59	94	2510	3154	2441	Chromosome
UW163_14635	2421	782	7516	1330	64616	93448	157697	Chromosome
UW163_14640	1275	953	6812	1406	43960	62064	119377	Chromosome
UW163_14645	654	305	2825	659	28222	38154	92729	Chromosome
UW163_14650	1350	676	6075	1437	57400	83404	194765	Chromosome
UW163_14655	2007	8	58	44	6750	5731	5196	Chromosome
UW163_14660	186	2	1	1	444	311	141	Chromosome
UW163_14665	237	5	16	3	717	763	362	Chromosome
UW163_14680	3120	36	379	101	19392	22302	20653	Chromosome
UW163_14685	1209	8	126	57	10555	10116	11145	Chromosome
UW163_14690	834	9	98	65	5017	4357	4069	Chromosome
UW163_14695	1185	58	328	174	15130	16158	15470	Chromosome
UW163_14700	1629	47	413	179	11463	15262	11002	Chromosome
UW163_14705	450	71	403	75	5639	4875	7920	Chromosome
UW163_14710	723	8	187	110	7882	9977	11288	Chromosome
UW163_14715	1362	16	94	23	7650	8747	6119	Chromosome
UW163_14720	549	28	132	31	2227	2797	2135	Chromosome
UW163_14725	528	4	29	5	1694	1522	634	Chromosome
UW163_14730	507	4	25	9	1746	1120	1026	Chromosome
UW163_14735	762	3	14	8	3420	2347	2229	Chromosome
UW163_14740	3444	16	130	82	21481	21630	12109	Chromosome
UW163_14745	1194	2	45	17	7849	7511	4062	Chromosome
UW163_14750	858	44	202	68	7650	10237	13742	Chromosome
UW163_14760	1212	23	265	85	9895	10324	13743	Chromosome
UW163_14765	735	5	45	9	2461	1603	2088	Chromosome
UW163_14770	1185	14	164	62	8097	7233	11186	Chromosome
UW163_14775	1380	73	653	151	9914	12046	21771	Chromosome
UW163_14780	981	12	164	55	5146	5624	5780	Chromosome
UW163_14785	558	133	1390	181	12155	14240	33710	Chromosome
UW163_14790	741	273	1942	283	24641	29534	64018	Chromosome
UW163_14795	1182	76	1076	450	37266	48531	95497	Chromosome
UW163_14800	1797	69	1183	333	29438	39557	66400	Chromosome
UW163_14805	219	4	32	7	1168	1092	1121	Chromosome
UW163_14810	807	2	12	22	3039	2412	3363	Chromosome
UW163_14815	1113	13	102	63	7240	7866	11140	Chromosome
UW163_14820	834	136	1020	400	15920	21316	38454	Chromosome
UW163_14825	2139	30	274	91	16978	17875	17578	Chromosome
UW163_14830	204	12	144	27	2165	2670	4164	Chromosome
UW163_14835	747	10	131	66	4105	4256	5908	Chromosome
UW163_14840	2343	28	508	152	19533	23020	35911	Chromosome
UW163_14845	504	10	144	78	2161	2291	853	Chromosome
UW163_14850	1275	56	1239	549	7486	9354	8841	Chromosome
UW163_14855	1902	113	1045	195	10127	13868	15127	Chromosome
UW163_14860	243	3	34	35	2243	2124	3064	Chromosome
UW163_14865	1035	12	109	73	8245	7348	7892	Chromosome
UW163_14875	588	28	475	114	5584	7884	9806	Chromosome
UW163_14880	747	14	136	50	6680	7573	8487	Chromosome
UW163_14885	774	40	309	172	9596	11877	17332	Chromosome
UW163_14890	315	54	239	142	6177	8979	15593	Chromosome
UW163_14895	291	1	14	3	1076	1142	1016	Chromosome
UW163_14900	1410	8	172	64	9526	10185	10372	Chromosome
UW163_14905	726	5	135	58	4747	6086	7381	Chromosome
UW163_14910	798	6	101	33	6293	6890	5959	Chromosome
UW163_14915	1179	79	880	211	11501	14647	22870	Chromosome
UW163_14920	708	14	70	33	4059	4523	3539	Chromosome
UW163_14925	447	20	108	17	2897	2522	3291	Chromosome
UW163_14930	918	8	130	41	4560	5068	4460	Chromosome
UW163_14935	975	8	42	20	5121	4519	3451	Chromosome
UW163_14940	585	1919	11885	3952	149359	176011	455320	Chromosome
UW163_14945	558	87	560	385	12644	12474	24533	Chromosome
UW163_14950	1791	113	1170	365	23216	35132	57077	Chromosome
UW163_14955	576	38	315	193	11301	17430	24386	Chromosome
UW163_14960	1668	250	1196	373	20523	30926	57105	Chromosome
UW163_14965	2691	547	3304	1076	50126	76284	132218	Chromosome
UW163_14970	2574	33	192	30	14039	13432	7868	Chromosome
UW163_14975	633	37	391	104	6164	7910	12632	Chromosome
UW163_14980	870	14	148	95	8931	10156	12490	Chromosome
UW163_14985	2121	75	666	164	20000	23182	31684	Chromosome
UW163_14990	1272	6	58	15	4890	4785	3357	Chromosome
UW163_14995	810	7	137	46	5655	7318	8114	Chromosome
UW163_15000	465	0	46	15	3468	3741	4180	Chromosome
UW163_15005	807	4	32	45	7675	7569	9259	Chromosome
UW163_15010	288	140	1249	363	15953	20286	47105	Chromosome
UW163_15015	804	3	43	25	3596	3181	2695	Chromosome
UW163_15020	1431	35	404	90	12846	14804	21336	Chromosome
UW163_15025	1089	5	48	28	6159	5794	3299	Chromosome
UW163_15030	357	8	55	38	2942	2393	3527	Chromosome
UW163_15035	954	7	89	36	6156	5615	3328	Chromosome
UW163_15040	360	1	58	9	2079	2157	1319	Chromosome
UW163_15045	921	2	29	9	2737	2537	1468	Chromosome
UW163_15055	435	34	262	39	2353	3084	4538	Chromosome
UW163_15060	423	7	304	102	5003	6554	9620	Chromosome
UW163_15065	2430	198	864	297	24878	28967	43383	Chromosome
UW163_15070	1035	160	1181	254	11185	16104	25997	Chromosome
UW163_15075	357	1921	17532	1746	46044	54319	192645	Chromosome
UW163_15080	198	1706	13760	1767	78157	81889	231155	Chromosome
UW163_15085	522	833	5833	895	20007	33459	77646	Chromosome
UW163_15090	1908	548	3100	774	29626	42531	79167	Chromosome
UW163_15100	2241	27	253	117	17010	18846	19885	Chromosome
UW163_15105	369	7	89	38	4335	4927	5023	Chromosome
UW163_15110	870	13	142	67	8895	10675	11688	Chromosome
UW163_15115	780	13	270	95	12222	13156	12037	Chromosome
UW163_15120	639	45	479	138	12672	14693	15025	Chromosome
UW163_15125	699	42	438	166	9797	11376	10241	Chromosome
UW163_15130	546	7	43	30	5048	5443	5446	Chromosome
UW163_15135	786	14	233	47	6918	8490	8061	Chromosome
UW163_15140	1689	25	362	120	13920	16129	12329	Chromosome
UW163_15145	1101	21	205	102	14768	13826	20633	Chromosome
UW163_15150	426	10	130	28	5161	6337	8992	Chromosome
UW163_15155	1908	19	246	64	10350	12074	9014	Chromosome
UW163_15160	456	250	1616	372	11978	17714	28961	Chromosome
UW163_15165	1335	8	28	25	9349	7625	4281	Chromosome
UW163_15170	825	0	31	2	2361	1765	1464	Chromosome
UW163_15175	318	1	50	21	1040	1182	1803	Chromosome
UW163_15180	1326	16	84	44	7419	8484	7412	Chromosome
UW163_15185	594	2	27	7	1907	1509	1834	Chromosome
UW163_15190	393	1	3	11	1221	1175	1045	Chromosome
UW163_15195	1413	23	144	50	7108	7179	6545	Chromosome
UW163_15200	210	4	20	17	515	656	618	Chromosome
UW163_15210	396	0	0	0	0	0	0	Chromosome
UW163_15215	789	1	2	0	0	1	1	Chromosome
UW163_15220	1017	1	1	1	2	1	1	Chromosome
UW163_15225	549	0	0	0	0	1	0	Chromosome
UW163_15230	324	0	0	0	1	0	0	Chromosome
UW163_15235	717	7	11	2	0	3	1	Chromosome
UW163_15240	678	2	7	3	0	1	2	Chromosome
UW163_15245	1476	7	11	1	11	17	19	Chromosome
UW163_15250	1113	5	9	1	13	8	3	Chromosome
UW163_15255	3099	43	42	9	102	103	54	Chromosome
UW163_15260	1167	3	5	1	4	5	8	Chromosome
UW163_15265	669	1	6	3	2	1	0	Chromosome
UW163_15270	720	2	7	1	1	4	1	Chromosome
UW163_15275	1017	0	0	0	0	1	0	Chromosome
UW163_15280	789	0	0	0	0	0	0	Chromosome
UW163_15285	258	1	3	0	0	2	1	Chromosome
UW163_15290	459	1	5	2	2	3	2	Chromosome
UW163_15295	576	3	5	4	1	1	0	Chromosome
UW163_15300	1554	1	4	2	14	18	10	Chromosome
UW163_15305	663	3	11	4	1	3	5	Chromosome
UW163_15310	7761	24	68	19	59	78	58	Chromosome
UW163_15315	648	1	4	0	6	4	5	Chromosome
UW163_15320	1356	4	10	2	13	12	17	Chromosome
UW163_15325	801	1	2	1	5	8	8	Chromosome
UW163_15330	357	2	2	0	0	2	1	Chromosome
UW163_15335	531	1	2	1	2	5	1	Chromosome
UW163_15340	501	8	8	0	0	1	1	Chromosome
UW163_15345	471	0	3	0	3	2	2	Chromosome
UW163_15350	195	0	1	0	1	1	0	Chromosome
UW163_15355	456	1	3	0	1	5	11	Chromosome
UW163_15360	2331	5	24	4	5	23	32	Chromosome
UW163_15365	861	50	5	0	4	7	4	Chromosome
UW163_15370	366	1	2	2	1	3	0	Chromosome
UW163_15375	1260	0	4	1	16	12	3	Chromosome
UW163_15380	822	0	4	1	12	6	3	Chromosome
UW163_15395	474	1	9	19	3746	3523	1619	Chromosome
UW163_15400	678	2	8	11	4464	4788	1265	Chromosome
UW163_15405	1539	24	350	97	11932	13830	18402	Chromosome
UW163_15410	2178	55	523	188	18450	24829	25966	Chromosome
UW163_15415	1332	18	121	31	4020	5735	4235	Chromosome
UW163_15420	714	28	103	46	3450	4217	2740	Chromosome
UW163_15425	708	20	96	50	2713	3423	3536	Chromosome
UW163_15430	786	30	206	90	2998	4255	3239	Chromosome
UW163_15435	885	32	101	17	2635	3911	1237	Chromosome
UW163_15440	966	74	94	53	5108	6437	2026	Chromosome
UW163_15445	1032	92	712	302	5808	8528	7661	Chromosome
UW163_15450	1344	26	366	170	15519	18427	23489	Chromosome
UW163_15455	798	3	94	60	6825	6617	7198	Chromosome
UW163_15460	1887	607	4676	1359	56572	74011	153746	Chromosome
UW163_15465	666	36	485	129	7194	10028	13493	Chromosome
UW163_15470	498	42	499	127	8571	9250	15299	Chromosome
UW163_15475	468	24	236	65	4084	4684	7879	Chromosome
UW163_15480	477	40	520	340	10243	14227	24575	Chromosome
UW163_15485	3246	225	2653	845	45042	60716	113353	Chromosome
UW163_15490	678	19	186	54	8471	8181	14496	Chromosome
UW163_15495	1137	209	1421	317	26241	33532	66894	Chromosome
UW163_15500	1899	6	101	31	11517	11032	5959	Chromosome
UW163_15505	1533	30	366	142	13973	17440	18106	Chromosome
UW163_15510	828	24	148	47	6161	6545	6985	Chromosome
UW163_15515	777	5	113	36	5308	5858	6407	Chromosome
UW163_15520	456	13	126	14	2592	3356	3766	Chromosome
UW163_15525	279	26	128	108	1933	2757	3504	Chromosome
UW163_15530	363	7	54	42	1867	2137	1372	Chromosome
UW163_15535	480	18	124	63	2234	3112	2039	Chromosome
UW163_15540	192	0	11	38	1169	1183	1030	Chromosome
UW163_15545	1017	9	29	51	4638	3677	2577	Chromosome
UW163_15550	456	43	227	278	3343	4525	5553	Chromosome
UW163_15555	1647	21	298	88	8340	10279	8961	Chromosome
UW163_15560	942	25	737	140	9283	12168	11249	Chromosome
UW163_15565	1239	76	1405	149	7679	10867	11534	Chromosome
UW163_15570	849	0	0	0	5	9	9	Chromosome
UW163_15575	366	0	9	0	3	3	6	Chromosome
UW163_15580	738	2	3	2	10	8	8	Chromosome
UW163_15585	1017	0	0	0	1	3	1	Chromosome
UW163_15590	789	0	0	0	1	3	1	Chromosome
UW163_15595	513	3	1	1	1	3	0	Chromosome
UW163_15600	594	2	7	0	2	0	1	Chromosome
UW163_15605	480	2	4	3	0	1	1	Chromosome
UW163_15610	810	1	6	3	1	6	2	Chromosome
UW163_15615	615	2	8	3	0	1	1	Chromosome
UW163_15620	1242	5	13	4	0	3	6	Chromosome
UW163_15625	324	5	4	1	3	2	6	Chromosome
UW163_15630	2901	296	23	12	11	6	4	Chromosome
UW163_15635	195	0	0	2	0	1	2	Chromosome
UW163_15640	672	3	8	6	0	1	2	Chromosome
UW163_15645	276	2	3	1	0	1	1	Chromosome
UW163_15650	477	1	3	0	0	0	0	Chromosome
UW163_15655	621	3	9	3	2	1	1	Chromosome
UW163_15660	504	0	3	2	1	1	5	Chromosome
UW163_15665	1767	12	16	8	1	3	4	Chromosome
UW163_15670	156	0	14	3	124	140	177	Chromosome
UW163_15675	1923	70	671	115	16671	24855	28782	Chromosome
UW163_15680	1536	2	83	38	10003	9561	7287	Chromosome
UW163_15685	723	2	50	15	1944	1725	1351	Chromosome
UW163_15690	942	3	19	15	3719	2004	2665	Chromosome
UW163_15695	471	3	146	103	11618	12527	17725	Chromosome
