	Length	Tomato_1_UW	Tomato_2_UW	Tomato_3_UW	Banana_1_UW	Banana_2_UW	Banana_3_UW	Control_1_UW	Control_2_UW	Control_3_UW	Minimal_1_UW	Minimal_2_UW	Minimal_3_UW	Minimal_1_IB	Minimal_2_IB	Minimal_3_IB	Control_1_IB	Control_2_IB	Control_3_IB	Tomato_1_IB	Tomato_2_IB	Tomato_3_IB	Melon_1_IB	Melon_2_IB	Melon_3_IB	Location
UW163_12895	1023	840	1481	1049	2177	2932	2957	158	162	97	342	434	229	429	325	269	346	355	333	1503	1929	906	34	39	161	Chromosome
UW163_12900	2010	717	1205	805	2775	2200	1890	173	112	109	250	372	134	256	163	145	202	239	261	787	1263	501	30	26	116	Chromosome
UW163_12905	1863	371	616	443	1274	1155	1111	118	96	73	191	231	100	141	114	110	103	126	160	368	620	296	28	33	68	Chromosome
UW163_12910	960	687	1105	794	1606	1571	1570	135	130	95	273	326	126	266	148	109	260	235	308	790	1002	410	25	31	112	Chromosome
UW163_12915	795	398	688	459	1104	1073	1046	99	99	64	178	228	96	181	112	94	145	139	207	601	723	328	27	22	72	Chromosome
UW163_12920	825	377	656	476	708	1031	918	101	83	45	126	181	86	148	67	61	119	123	146	371	345	169	28	29	94	Chromosome
UW163_12925	1029	600	925	775	1643	1870	1925	272	252	227	451	572	318	495	373	284	397	403	445	655	659	285	111	83	216	Chromosome
UW163_12930	1398	2268	2671	2720	5858	6244	5785	3172	3169	3528	2658	3114	1815	2531	2748	2465	3300	3235	3216	1241	2750	1640	1004	1160	2263	Chromosome
UW163_12935	3996	4311	4970	4850	7864	9798	9062	8181	8175	10115	3574	3866	2294	2648	2705	2901	5398	5554	5509	1965	4836	3251	2763	2870	5975	Chromosome
UW163_12940	993	6645	8082	7898	7219	8761	8979	13765	16716	19617	8088	10706	5808	3768	4314	3979	8900	7722	7837	3154	5681	3888	3869	4210	7914	Chromosome
UW163_12945	822	1465	1787	1935	1351	2002	1815	3239	3076	3643	995	1445	549	688	474	465	1359	1450	1497	596	732	473	590	667	1694	Chromosome
UW163_12950	975	1442	1617	1673	1926	2035	1970	2526	2709	3413	1128	1435	944	738	795	703	1889	1625	1573	797	1411	967	695	800	1395	Chromosome
UW163_12955	861	1249	1370	1586	4066	3768	3003	1632	1703	1785	2096	2672	1497	2170	2226	2095	1566	1386	1478	574	1629	1038	796	969	1698	Chromosome
UW163_12960	819	753	840	796	1880	1850	1673	1193	1280	1556	1191	1258	848	1339	1374	1368	1128	1010	1100	349	926	589	507	625	1068	Chromosome
UW163_12965	477	311	390	446	755	756	620	673	716	580	519	778	329	864	544	438	336	363	422	126	231	120	195	187	593	Chromosome
UW163_12970	1416	40760	42396	47851	67662	85458	100733	58093	64523	85943	48706	53361	38892	51579	65817	62358	100275	98901	80687	21505	48353	31917	23256	27884	41754	Chromosome
UW163_12975	513	2618	2478	2952	4404	5719	5676	4288	4575	6142	4386	4512	3100	3943	5383	5811	5372	4806	4577	1437	2846	2029	1425	1719	2518	Chromosome
UW163_12980	1203	1688	1499	1887	2683	3629	3401	1947	2088	2501	2374	2618	1509	2318	2517	2553	1962	2042	2191	706	1754	1187	791	842	1619	Chromosome
UW163_12985	1512	2671	2300	3283	6118	5684	5336	2381	2476	2656	2664	3160	1506	2833	2365	2393	1722	1811	2311	705	1827	1187	1429	1349	2509	Chromosome
UW163_12990	327	1954	4172	2627	20517	11711	18148	174	224	287	10945	7057	5771	12314	16538	18643	181	167	169	1604	4682	6243	16121	10908	18963	Chromosome
UW163_12995	888	726	791	1035	2227	2562	1564	397	475	431	1239	1489	611	3804	1896	1550	243	301	333	309	506	284	223	226	660	Chromosome
UW163_13000	1317	1668	1744	1878	5963	8227	6693	1976	2098	2765	6565	7373	4097	12816	13923	12298	2865	2869	2935	1023	3644	2203	666	806	1341	Chromosome
UW163_13005	882	429	401	459	935	1739	1368	392	400	574	1376	1525	954	2436	2965	2522	625	570	582	300	748	458	158	190	260	Chromosome
UW163_13010	849	333	311	372	552	663	653	324	378	508	983	1024	636	1641	2133	1771	510	500	429	191	540	351	113	140	171	Chromosome
UW163_13015	1098	340	357	397	622	792	698	471	485	466	1085	1061	599	2061	2157	1854	540	582	509	173	487	262	98	125	278	Chromosome
UW163_13020	759	115	100	152	212	257	188	105	88	87	226	230	109	436	343	311	77	100	106	28	87	47	29	28	89	Chromosome
UW163_13025	2862	41352	44322	50936	42443	67222	68189	78659	88793	129465	51019	51983	35238	73388	100326	93378	85273	89389	79895	19666	38988	26382	26888	22921	47631	Chromosome
UW163_13030	1254	8859	9809	10467	7793	16302	16590	24227	26340	47863	10498	10601	7758	16072	23482	22011	28241	27089	24512	4655	6176	4275	6472	4888	11560	Chromosome
UW163_13035	1437	10652	11703	12732	13901	19771	19641	27546	29390	64316	11187	11495	7025	17451	19093	18772	25660	26572	26916	5141	10049	6558	6961	7024	14275	Chromosome
UW163_13040	1098	3221	3230	4095	9315	8180	8631	2691	2561	4882	4415	3584	2545	4387	6470	7141	2052	2088	2346	1318	4248	2773	2958	2489	4668	Chromosome
UW163_13045	846	4284	4871	6263	18817	12512	11990	625	733	817	6074	5434	2969	8021	6977	6472	301	264	406	960	3700	2303	2649	2217	6089	Chromosome
UW163_13050	2541	9440	10188	12926	1396	788	600	4141	4911	5074	502	598	259	284	310	312	428	418	817	1855	3660	1690	2778	2833	7215	Chromosome
UW163_13055	174	921	1233	1304	191	148	107	251	301	397	157	142	90	87	98	93	76	65	115	211	473	268	375	375	812	Chromosome
UW163_13060	1458	36726	39814	49851	4805	6214	5815	10873	17661	31376	4211	3987	2925	2471	4253	4903	3711	2550	3842	9199	21100	10667	18529	15135	25084	Chromosome
UW163_13065	681	10577	11505	14634	504	298	140	2552	3756	5879	177	236	115	53	60	58	212	103	282	2022	4015	1791	3846	2529	6779	Chromosome
UW163_13070	183	1225	1567	1803	79	58	33	364	476	632	22	25	12	8	7	5	21	14	34	198	331	121	345	233	843	Chromosome
UW163_13075	945	16181	18756	22638	1341	855	585	3328	4576	6985	688	773	479	589	582	566	566	304	509	3652	8180	3746	6936	5636	11418	Chromosome
UW163_13080	1464	12001	13994	16529	1263	893	685	2543	3150	4045	582	669	377	237	323	308	427	235	462	2819	6875	3481	5319	4731	8405	Chromosome
UW163_13085	231	2434	3191	3249	404	313	272	478	508	492	168	189	102	129	143	130	103	89	125	446	903	411	885	714	1953	Chromosome
UW163_13090	255	5537	5641	7386	1127	1264	992	816	1019	1495	510	615	340	461	551	490	340	283	346	1262	2779	1461	2703	2097	4007	Chromosome
UW163_13095	648	11094	12022	13668	11393	10111	10822	7396	9453	12547	9573	9019	6782	10546	13693	14109	6073	6052	5818	3928	10129	6369	6511	5887	10807	Chromosome
UW163_13100	747	1098	1562	1557	600	521	413	320	357	227	329	435	173	345	250	218	195	230	269	250	552	309	448	390	1143	Chromosome
UW163_13105	921	7178	7980	7610	20777	17155	17179	7588	7858	7908	6703	8724	3953	4169	4246	4391	6210	5916	6841	2487	7242	4829	4120	4167	7974	Chromosome
UW163_13110	1788	11768	14015	12902	20141	24551	25272	19629	20199	23978	9246	10592	5680	7840	8526	8478	14640	15661	16814	4415	7227	4661	6559	4350	13780	Chromosome
UW163_13115	489	10555	10610	10554	13395	15354	17259	10586	11253	14418	10011	9884	7503	6110	12453	11859	15856	11167	11898	6316	22785	16308	9505	9172	13182	Chromosome
UW163_13120	1476	22473	23413	22134	37367	39776	47060	35794	40366	53607	19608	19569	14855	14070	25941	25563	45153	42075	40232	11820	41938	29951	19070	18774	28855	Chromosome
UW163_13125	2907	35873	39937	35999	64141	74929	85567	68426	72002	98943	23558	23368	15605	17219	24984	27477	52761	50970	58667	16189	49020	34290	25050	23969	47490	Chromosome
UW163_13130	372	1064	1088	1131	2093	2514	2547	1651	2014	3105	579	627	418	330	489	482	1036	1101	1125	365	1035	781	613	616	1018	Chromosome
UW163_13135	951	1478	1698	1716	2763	3289	3343	2830	2666	3580	680	822	466	358	339	358	891	1026	999	403	817	633	471	543	1177	Chromosome
UW163_13140	444	1609	1270	2005	1013	888	1023	1116	2131	2114	421	531	325	45	51	52	32	43	28	36	122	75	157	126	282	Chromosome
UW163_13145	1821	10394	12103	10481	17062	17644	19000	22437	23480	24394	6483	7831	4608	4124	5320	4962	17759	17412	16117	5854	12474	9242	5770	5495	10826	Chromosome
UW163_13150	894	480	397	566	579	661	582	361	464	587	686	912	497	426	553	423	240	214	216	149	319	237	152	138	228	Chromosome
UW163_13155	1119	650	708	797	1313	1782	1421	1033	954	769	1006	1282	535	891	726	794	928	1011	1066	321	695	454	323	358	783	Chromosome
UW163_13160	984	973	1111	1184	2007	2461	2378	1445	1387	1639	1658	1690	1180	1257	1719	1855	1685	1557	1366	540	1464	947	659	709	1200	Chromosome
UW163_13170	393	809	1021	1040	2104	1899	1934	794	965	1232	2189	2376	1489	2254	2453	2414	953	943	1010	510	1453	950	654	708	1261	Chromosome
UW163_13175	1734	1364	1583	1596	4019	4857	4555	2435	2506	2781	3713	4266	2424	2760	3056	3291	3527	3815	3065	808	2139	1419	1052	1010	1834	Chromosome
UW163_13185	186	1069	1268	1505	2639	2951	2636	1647	1984	2167	6823	8474	4299	2376	2799	2781	987	994	910	455	1273	792	942	954	1571	Chromosome
UW163_13190	651	4421	4612	5569	10300	8279	7606	6092	8539	10002	17749	22068	11435	6883	7537	6939	3261	3398	3235	1396	3591	2256	2667	2600	4504	Chromosome
UW163_13195	777	22244	22784	26527	16500	11880	13053	12814	18752	26556	18623	20225	13829	16562	23187	22633	12705	12066	11220	8157	29098	20448	14678	13757	20627	Chromosome
UW163_13200	996	1499	1507	1562	2617	3100	2546	4002	3353	2989	1498	2149	1145	1535	1588	1489	3338	3319	3058	705	1459	932	736	697	1618	Chromosome
UW163_13205	369	18966	19663	19116	32142	37047	50953	40547	42244	61535	18032	15363	11897	15121	28070	31199	45706	40213	41282	10291	38392	30154	14380	12132	22149	Chromosome
UW163_13210	327	12568	16142	14430	14065	17530	24115	25875	26981	35290	7725	7653	4668	9160	10734	9633	29418	33292	27660	8315	12428	8809	7605	7321	17407	Chromosome
UW163_13215	288	12402	14144	12435	6574	14392	23619	29831	32516	51438	8459	7659	5868	7864	14503	14147	34982	36565	30225	7952	18862	13772	9151	8382	14973	Chromosome
UW163_13220	453	14193	15614	13995	15581	21212	32056	36722	40868	66382	10190	9105	6626	9462	16093	15662	34999	37071	36121	7476	22551	16083	10016	9472	17442	Chromosome
UW163_13225	1392	4589	5064	5196	7518	9982	10331	6100	6849	8089	7312	7987	4922	7421	8386	9410	6938	6407	6482	2584	7232	5038	3256	3110	5633	Chromosome
UW163_13230	627	3849	4308	4011	6104	7550	8077	10149	10593	12736	3851	3965	3022	2459	4689	5331	15761	13507	12084	2791	7866	5580	2897	3103	4863	Chromosome
UW163_13235	1011	3719	4316	4185	5854	7382	7388	10878	10749	11566	2799	3348	2031	2312	2786	2933	12256	12200	10700	2551	4852	3356	2333	2554	4962	Chromosome
UW163_13240	735	906	980	1263	1178	1030	775	795	852	638	1893	2250	926	3822	2246	2083	614	664	726	360	584	296	458	421	1354	Chromosome
UW163_13245	426	373	518	501	1065	865	748	238	257	293	838	712	420	791	782	933	120	109	128	176	358	303	775	645	1365	Chromosome
UW163_13250	1719	28344	30216	36694	15622	36538	32293	20258	24700	35245	60122	61012	40547	83430	82447	86470	15886	16283	16105	10006	20789	12929	16283	14586	26429	Chromosome
UW163_13255	465	3736	3820	4971	4087	4077	4233	5249	5913	7270	3238	3516	2452	2163	3139	3245	4367	3929	3788	1407	4406	2655	2350	2200	3866	Chromosome
UW163_13260	894	3011	3540	3642	3271	4254	4303	7154	6557	5694	2186	2570	1297	2180	2094	2149	3792	4080	4717	1352	1912	1191	1359	1174	3712	Chromosome
UW163_13265	1056	12381	13629	12547	21274	23273	26745	28691	30595	39851	12488	11722	9305	9848	16147	17814	33458	30795	28243	7420	17295	11990	9969	9206	16796	Chromosome
UW163_13270	936	1592	1959	1795	3120	3373	2862	3849	3476	3033	1466	1776	699	1884	1196	1197	1994	2448	3047	584	1037	647	754	799	2415	Chromosome
UW163_13275	999	2721	3350	3098	4332	5270	5133	5341	5439	6446	3544	3840	2606	4295	4858	4465	7668	7372	6193	1897	3228	2286	2279	2202	4526	Chromosome
UW163_13280	1164	1831	2297	2088	2544	3926	3461	3881	3889	3697	2430	2980	1329	3178	2315	2257	3149	3664	3734	865	1570	1054	1136	1168	3214	Chromosome
UW163_13285	372	1521	1553	1606	2910	3124	2942	1838	2102	2391	2278	2524	1961	2225	3250	2824	4127	3169	2671	902	2590	1879	1171	1370	1997	Chromosome
UW163_13290	1671	1252	1647	1451	4410	3596	3115	1953	1919	2097	1576	1818	1054	1726	1500	1497	2018	2031	1899	740	1746	1173	1159	1300	2579	Chromosome
UW163_13295	381	308	386	468	561	627	500	365	369	339	525	614	309	737	484	450	445	407	432	177	290	182	294	320	686	Chromosome
UW163_13300	1242	14807	15703	18654	14971	18114	20620	15396	18131	24336	19476	20550	14731	18533	25941	22841	21494	19123	17721	7450	18738	12069	11537	11573	21112	Chromosome
UW163_13305	1320	2657	3098	3061	6033	6725	6552	8145	8431	9650	3127	3275	1962	2528	2729	2904	5370	5628	5642	1308	3825	2442	1940	2142	4145	Chromosome
UW163_13310	1521	3233	3747	3851	6299	8081	7548	10417	10832	12740	3120	3531	2283	2880	3650	3085	7226	7292	7183	1663	4290	2977	2230	2428	5097	Chromosome
UW163_13315	621	249	327	313	634	629	552	748	704	768	232	285	150	206	225	229	374	370	406	132	317	209	181	197	405	Chromosome
UW163_13320	1260	1625	1799	2038	2847	3149	2677	3406	4102	4575	1621	1784	1044	1403	1351	1293	2214	2304	2437	547	1136	718	778	740	1821	Chromosome
UW163_13325	258	37	36	47	67	71	55	121	116	93	32	35	10	36	14	17	28	26	57	6	15	9	16	12	55	Chromosome
UW163_13330	516	598	689	729	803	1083	757	1260	1329	1333	635	752	373	579	525	492	574	691	827	186	412	265	278	300	808	Chromosome
UW163_13335	381	735	795	896	1021	1184	1050	878	1080	1187	718	860	318	702	513	586	531	620	738	218	461	278	344	342	846	Chromosome
UW163_13340	2175	2780	3070	3757	4282	5000	3792	2827	2715	2515	6983	7703	4742	7986	7787	6562	6274	5742	6406	1238	2030	1172	1212	1311	2531	Chromosome
UW163_13345	2589	32085	30626	42241	6683	8658	7323	46019	53083	50752	17058	20372	12878	10188	12221	11498	19962	18408	20394	6705	14776	7125	14093	10039	20578	Chromosome
UW163_13350	1014	868	1056	1102	351	272	330	690	764	770	842	1162	627	342	347	341	603	576	561	329	3683	2093	161	144	299	Chromosome
UW163_13355	660	37	53	68	63	36	29	50	39	23	39	64	21	18	13	13	20	10	17	16	92	36	4	7	21	Chromosome
UW163_13360	1014	80	83	84	41	38	25	78	65	37	45	84	31	26	13	6	16	22	16	21	115	56	16	21	31	Chromosome
UW163_13365	1032	86	123	123	85	78	46	86	78	82	89	151	44	69	34	33	56	49	46	31	236	90	18	15	50	Chromosome
UW163_13370	1173	94	124	138	61	58	52	61	50	50	55	105	34	67	31	20	30	37	36	23	198	66	7	8	41	Chromosome
UW163_13375	807	83	126	127	41	44	47	42	55	56	68	96	61	47	45	39	43	50	38	25	398	189	9	17	33	Chromosome
UW163_13380	855	57	76	79	66	54	40	37	44	33	60	74	36	33	29	22	27	11	35	17	112	54	14	9	35	Chromosome
UW163_13385	216	1299	1405	1503	2364	2635	2536	279	358	456	3665	2977	2115	2287	2783	3035	580	504	636	466	1821	1079	485	514	719	Chromosome
UW163_13390	921	766	1066	979	2376	2556	1692	270	289	201	2116	2288	934	1865	1029	987	282	332	425	209	450	214	224	206	659	Chromosome
UW163_13395	669	638	638	670	1957	1841	1508	146	139	143	1504	1384	785	1122	1087	935	190	202	265	231	475	268	1086	717	1148	Chromosome
UW163_13400	921	369	495	509	679	597	504	447	435	271	769	1140	430	496	367	305	186	212	268	90	293	159	124	121	350	Chromosome
UW163_13405	975	418	512	582	164	201	188	226	296	285	531	647	361	366	300	331	164	199	180	151	469	266	138	145	274	Chromosome
UW163_13410	1113	1207	1468	1464	407	467	375	362	393	466	790	917	439	740	646	712	370	389	420	304	912	425	310	284	730	Chromosome
UW163_13415	984	1133	1372	1516	625	584	391	323	384	325	812	1032	425	1046	782	704	314	349	482	255	829	386	300	294	688	Chromosome
UW163_13420	2034	1965	2058	2245	955	1306	1261	636	863	876	1875	2150	1342	1220	1510	1428	536	517	503	1015	1930	1175	645	602	1164	Chromosome
UW163_13425	345	128	132	489	607	278	220	68	61	25	79	104	26	90	45	27	16	11	38	20	23	42	7	9	93	Chromosome
UW163_13430	1245	315	366	583	992	908	644	398	404	313	543	746	376	681	456	346	297	321	333	142	249	175	128	143	424	Chromosome
UW163_13435	816	157	168	265	416	381	372	140	142	153	355	367	209	436	365	363	122	122	146	45	154	116	89	82	185	Chromosome
UW163_13440	1728	874	964	1102	2352	2794	2261	987	875	942	1976	2569	1445	2687	2462	1968	1627	1530	1612	403	745	528	585	675	1505	Chromosome
UW163_13445	507	169	213	216	401	603	515	180	162	172	535	584	295	639	504	522	257	271	342	78	150	98	111	122	332	Chromosome
UW163_13450	456	294	370	413	1482	1245	1071	219	224	218	622	718	315	754	632	576	301	299	342	152	309	188	185	232	487	Chromosome
UW163_13455	1890	2141	1987	2430	2412	2526	2260	803	1023	1053	3512	4175	2440	1729	2016	1807	576	488	530	1522	2257	1425	1266	1225	2706	Chromosome
UW163_13460	1914	10598	11018	12200	13378	14402	13815	3345	4823	4601	19099	21302	14284	7686	11395	10239	2340	1968	1836	13835	19991	15023	15213	12377	28891	Chromosome
UW163_13465	1305	69531	67547	96389	47915	85675	34258	7974	12264	15230	38272	44975	29031	35834	44014	38599	15450	14385	14817	20022	43950	24248	24324	22503	40316	Chromosome
UW163_13470	435	3784	3561	5194	3273	3172	2384	796	1146	1255	3394	3204	1933	3522	2993	3332	886	1146	1385	815	2069	1083	1800	1361	3044	Chromosome
UW163_13475	930	469	531	707	642	767	572	329	341	385	672	819	425	690	609	511	332	332	365	135	378	168	230	245	515	Chromosome
UW163_13480	702	1117	1179	1377	2790	3300	1900	850	743	601	2374	2807	1417	1942	1524	1656	2833	2341	2708	599	1089	559	351	415	863	Chromosome
UW163_13485	1581	5585	5965	6497	6103	16483	10272	5662	5573	4600	13075	14089	8132	11300	12182	11537	22886	21842	22836	2998	4971	2692	2198	1937	4345	Chromosome
UW163_13490	471	953	1042	1097	2006	2543	2213	1661	1572	1667	2023	2204	1191	1552	1568	1711	1361	1331	1515	406	1116	728	577	721	1386	Chromosome
UW163_13495	270	877	993	1117	1399	1728	1285	872	1265	1763	2329	2878	1270	422	382	529	317	369	424	208	689	472	231	255	615	Chromosome
UW163_13500	732	113	109	146	442	316	221	346	254	169	113	176	65	87	56	47	116	119	150	38	86	27	69	69	234	Chromosome
UW163_13505	528	391	426	485	855	947	766	789	671	560	411	499	242	353	274	216	435	480	513	164	319	164	231	222	755	Chromosome
UW163_13510	846	666	806	885	1896	2183	1516	1214	961	902	667	960	331	802	407	392	522	712	844	224	391	210	344	321	1248	Chromosome
UW163_13515	1317	2848	3330	3204	7212	7060	6631	3618	4073	4615	4471	5552	3338	3364	3810	3471	4307	3863	3898	1720	4776	3127	2038	2040	3891	Chromosome
UW163_13520	1128	2620	3059	3375	6068	5551	4485	4264	4403	3935	3730	4944	2178	3957	2694	2164	3012	3274	3484	1056	1785	978	2001	1524	5627	Chromosome
UW163_13525	1365	1184	1410	1576	2437	2665	2079	2124	1960	1629	1089	1430	716	1117	894	778	1167	1316	1644	448	1026	566	878	822	2725	Chromosome
UW163_13530	480	792	917	993	1582	1748	1490	1331	1352	1322	988	1211	693	975	857	712	1347	1498	1402	364	844	505	639	645	1546	Chromosome
UW163_13535	1107	423	512	549	990	1159	1132	564	632	746	695	779	517	568	694	719	556	502	599	212	638	440	346	322	729	Chromosome
UW163_13540	1965	1094	1388	1359	2280	2723	2500	2395	2242	2472	1161	1434	827	834	971	966	1817	1843	1860	683	1145	813	770	795	1880	Chromosome
UW163_13545	1008	296	296	367	828	626	543	4490	3466	3240	259	456	145	205	146	115	227	1353	181	77	144	82	76	74	229	Chromosome
UW163_13550	963	115	134	149	203	269	174	2001	1670	1494	96	167	73	105	60	42	90	465	99	22	33	22	19	33	84	Chromosome
UW163_13555	1881	426	357	521	921	1117	858	5973	5912	5304	383	607	268	456	453	391	536	2665	353	133	245	141	109	129	265	Chromosome
UW163_13560	1554	2324	2002	2691	3714	4654	4206	35825	41263	22478	2007	2016	1417	2783	4019	2934	6244	24972	2907	1075	1546	1037	843	914	1293	Chromosome
UW163_13565	924	292	296	382	526	611	552	6581	6964	2595	281	355	180	386	399	314	765	3381	415	95	137	103	110	122	202	Chromosome
UW163_13570	900	383	376	469	631	721	650	5814	6659	2437	375	402	240	522	457	368	1041	4038	502	157	239	150	125	157	306	Chromosome
UW163_13575	1026	131	121	119	317	297	253	1872	1897	553	110	150	59	121	86	70	230	854	179	31	64	35	43	46	100	Chromosome
UW163_13580	816	74	90	94	202	203	135	1796	1497	317	58	90	36	92	45	31	124	507	111	18	28	26	19	23	72	Chromosome
UW163_13585	360	308	290	346	335	385	322	922	1001	634	393	467	174	362	273	316	173	378	257	76	117	69	145	127	394	Chromosome
UW163_13590	3066	1073	1309	1219	2394	2498	2249	1482	1655	1602	2147	2475	1373	1773	1741	1637	1112	1259	1226	536	1252	781	782	774	1540	Chromosome
UW163_13595	1017	313	383	466	631	672	538	316	366	331	471	595	273	516	360	310	204	291	308	137	269	138	161	171	445	Chromosome
UW163_13600	1389	637	693	753	953	1316	1164	546	714	843	917	1194	657	885	849	862	528	442	534	320	650	397	428	411	861	Chromosome
UW163_13605	903	966	1184	1181	1407	2012	2153	2590	2797	2961	1120	1216	646	926	792	779	1805	2105	2155	482	724	465	485	415	1454	Chromosome
UW163_13610	519	132	160	152	185	230	213	329	347	386	111	108	56	88	55	58	170	172	205	31	87	40	60	58	172	Chromosome
UW163_13615	1152	1449	1852	1714	1958	2836	2713	4691	4383	4689	1338	1458	941	1278	1214	1102	3127	3287	3117	778	1329	845	858	881	2286	Chromosome
UW163_13620	357	406	468	536	438	750	780	1118	1123	1276	399	427	299	373	419	307	868	828	766	236	313	213	264	198	631	Chromosome
UW163_13625	414	814	743	894	1124	1590	1632	1618	1632	2215	389	432	291	219	454	495	1073	956	1029	391	974	642	471	511	964	Chromosome
UW163_13630	828	2767	3281	2883	5542	6678	6437	9553	9592	9908	2209	2325	1332	1862	2003	1827	6291	6545	6501	1259	2742	1748	1723	1831	4493	Chromosome
UW163_13635	1212	2821	3477	3330	6291	7470	6426	8656	7874	7267	2708	3252	1652	2227	2173	1952	5779	6011	6318	1254	2624	1760	1771	1842	4434	Chromosome
UW163_13640	921	181	164	203	448	445	356	284	290	255	210	229	132	114	125	118	300	285	256	86	185	125	111	127	283	Chromosome
UW163_13645	1029	565	643	674	1520	1379	1140	1032	1017	1017	744	896	455	630	608	506	880	939	1037	239	545	366	427	421	1011	Chromosome
